caseid,task,user,time:timestamp,start:timestamp,role,ac_index,rl_index
824,A,ABC-000001,2020-08-17 16:19:46.857,2020-08-17 16:14:57.161,Role 5,1.0,5.0
824,B,ABC-000001,2020-08-17 16:37:05.979,2020-08-17 16:35:10.443,Role 5,3.0,5.0
824,E,ABC-000001,2020-08-17 17:57:43.286,2020-08-17 17:53:22.092,Role 5,9.0,5.0
824,F,ABC-000001,2020-08-17 17:58:39.693,2020-08-17 17:57:43.286,Role 5,10.0,5.0
824,C,ABC-000001,2020-08-17 18:04:46.222,2020-08-17 17:58:39.693,Role 5,5.0,5.0
824,D,ABC-000001,2020-08-17 18:13:20.552,2020-08-17 18:04:46.222,Role 5,7.0,5.0
824,H,ABC-000001,2020-08-17 18:27:32.566,2020-08-17 18:13:20.552,Role 5,12.0,5.0
824,G,ABC-000001,2020-08-17 18:27:32.828,2020-08-17 18:27:32.566,Role 5,11.0,5.0
824,I,ABC-000001,2020-08-18 01:35:21.619,2020-08-17 22:18:20.255,Role 5,13.0,5.0
824,P,ABC-000001,2020-08-17 23:16:03.700,2020-08-17 22:59:43.456,Role 5,20.0,5.0
824,Q,DEF-000003,2020-08-17 23:37:08.122,2020-08-17 23:16:03.700,Role 2,21.0,2.0
824,R,DEF-000001,2020-08-18 00:53:43.669,2020-08-17 23:37:08.122,Role 2,22.0,2.0
824,S,DEF-000002,2020-08-18 01:15:10.310,2020-08-18 00:53:43.669,Role 2,23.0,2.0
824,T,DEF-000003,2020-08-18 01:34:21.619,2020-08-18 01:15:10.310,Role 2,24.0,2.0
824,I,ABC-000001,2020-08-18 01:35:21.619,2020-08-18 01:34:21.619,Role 5,13.0,5.0
824,J,ABC-000001,2020-08-18 01:54:42.491,2020-08-18 01:35:21.619,Role 5,14.0,5.0
824,K,ABC-000001,2020-08-18 01:54:44.491,2020-08-18 01:54:42.491,Role 5,15.0,5.0
824,M,ABC-000001,2020-08-18 02:08:47.591,2020-08-18 01:54:44.491,Role 5,17.0,5.0
824,U,GHI-000002,2020-08-18 02:08:55.094,2020-08-18 02:08:47.591,Role 1,25.0,1.0
824,L,ABC-000001,2020-08-18 02:09:21.482,2020-08-18 02:08:47.591,Role 5,16.0,5.0
824,V,GHI-000001,2020-08-18 07:21:38.949,2020-08-18 02:08:55.094,Role 1,26.0,1.0
824,X,GHI-000002,2020-08-18 07:22:55.812,2020-08-18 07:21:38.949,Role 1,27.0,1.0
824,R,DEF-000003,2020-08-18 08:04:31.821,2020-08-18 07:22:55.812,Role 2,22.0,2.0
824,S,DEF-000002,2020-08-18 08:05:28.598,2020-08-18 08:04:31.821,Role 2,23.0,2.0
824,T,DEF-000001,2020-08-18 08:27:58.636,2020-08-18 08:05:28.598,Role 2,24.0,2.0
825,A,ABC-000001,2020-08-17 18:30:53.731,2020-08-17 18:27:32.828,Role 5,1.0,5.0
825,B,ABC-000001,2020-08-17 18:47:29.079,2020-08-17 18:42:47.496,Role 5,3.0,5.0
825,E,ABC-000001,2020-08-17 20:07:30.991,2020-08-17 20:06:40.090,Role 5,9.0,5.0
825,F,ABC-000001,2020-08-17 20:08:29.794,2020-08-17 20:07:30.991,Role 5,10.0,5.0
825,C,ABC-000001,2020-08-17 20:14:38.988,2020-08-17 20:08:29.794,Role 5,5.0,5.0
825,D,ABC-000001,2020-08-17 20:32:39.873,2020-08-17 20:14:38.988,Role 5,7.0,5.0
825,H,ABC-000001,2020-08-17 20:44:21.734,2020-08-17 20:32:39.873,Role 5,12.0,5.0
825,G,ABC-000001,2020-08-17 20:52:36.176,2020-08-17 20:44:21.734,Role 5,11.0,5.0
825,I,ABC-000001,2020-08-17 22:59:43.456,2020-08-17 22:58:43.456,Role 5,13.0,5.0
825,J,ABC-000001,2020-08-17 23:38:20.524,2020-08-17 23:19:34.296,Role 5,14.0,5.0
825,K,ABC-000001,2020-08-18 00:02:35.815,2020-08-18 00:02:33.815,Role 5,15.0,5.0
825,O,ABC-000001,2020-08-18 00:30:25.198,2020-08-18 00:19:17.371,Role 5,19.0,5.0
825,BB,MNO-000001,2020-08-18 00:37:35.023,2020-08-18 00:30:25.198,Role 3,4.0,3.0
825,CC,MNO-000003,2020-08-18 01:06:02.827,2020-08-18 00:37:35.023,Role 3,6.0,3.0
825,DD,MNO-000001,2020-08-18 01:20:38.682,2020-08-18 01:08:52.388,Role 3,8.0,3.0
825,R,DEF-000001,2020-08-18 03:46:08.241,2020-08-18 01:20:38.682,Role 2,22.0,2.0
825,S,DEF-000002,2020-08-18 03:49:55.070,2020-08-18 03:46:08.241,Role 2,23.0,2.0
825,T,DEF-000001,2020-08-18 03:57:37.750,2020-08-18 03:49:55.070,Role 2,24.0,2.0
826,A,ABC-000001,2020-08-17 18:31:13.560,2020-08-17 18:30:55.731,Role 5,1.0,5.0
826,B,ABC-000001,2020-08-17 19:00:04.883,2020-08-17 18:50:42.284,Role 5,3.0,5.0
826,E,ABC-000001,2020-08-17 21:13:52.749,2020-08-17 20:52:36.176,Role 5,9.0,5.0
826,F,ABC-000001,2020-08-17 21:14:41.562,2020-08-17 21:13:52.749,Role 5,10.0,5.0
826,C,ABC-000001,2020-08-17 21:17:33.930,2020-08-17 21:14:41.562,Role 5,5.0,5.0
826,D,ABC-000001,2020-08-17 21:39:22.695,2020-08-17 21:17:33.930,Role 5,7.0,5.0
826,H,ABC-000001,2020-08-17 21:58:01.459,2020-08-17 21:39:22.695,Role 5,12.0,5.0
826,G,ABC-000001,2020-08-17 22:18:20.255,2020-08-17 21:58:01.459,Role 5,11.0,5.0
826,I,ABC-000001,2020-08-17 23:18:03.700,2020-08-17 23:17:03.700,Role 5,13.0,5.0
826,J,ABC-000001,2020-08-18 00:01:33.815,2020-08-17 23:47:55.260,Role 5,14.0,5.0
826,K,ABC-000001,2020-08-18 00:02:39.815,2020-08-18 00:02:37.815,Role 5,15.0,5.0
826,O,ABC-000001,2020-08-18 00:52:07.921,2020-08-18 00:51:37.992,Role 5,19.0,5.0
826,BB,MNO-000001,2020-08-18 01:08:52.388,2020-08-18 00:52:07.921,Role 3,4.0,3.0
826,M,ABC-000001,2020-08-18 00:57:59.885,2020-08-18 00:52:07.921,Role 5,17.0,5.0
826,U,GHI-000001,2020-08-18 01:08:13.377,2020-08-18 00:57:59.885,Role 1,25.0,1.0
826,V,GHI-000003,2020-08-18 08:51:49.774,2020-08-18 01:08:13.377,Role 1,26.0,1.0
826,CC,MNO-000003,2020-08-18 02:41:20.834,2020-08-18 01:14:07.546,Role 3,6.0,3.0
826,DD,MNO-000001,2020-08-18 03:03:01.222,2020-08-18 02:41:20.834,Role 3,8.0,3.0
826,X,GHI-000001,2020-08-18 09:04:54.848,2020-08-18 08:51:49.774,Role 1,27.0,1.0
826,R,DEF-000003,2020-08-18 11:15:31.643,2020-08-18 09:04:54.848,Role 2,22.0,2.0
826,S,DEF-000002,2020-08-18 11:15:57.635,2020-08-18 11:15:31.643,Role 2,23.0,2.0
826,T,DEF-000001,2020-08-18 11:36:24.080,2020-08-18 11:15:57.635,Role 2,24.0,2.0
826,I,ABC-000001,2020-08-18 11:37:24.080,2020-08-18 11:36:24.080,Role 5,13.0,5.0
826,J,ABC-000001,2020-08-18 11:53:53.914,2020-08-18 11:37:24.080,Role 5,14.0,5.0
826,K,ABC-000001,2020-08-18 11:53:55.914,2020-08-18 11:53:53.914,Role 5,15.0,5.0
826,M,ABC-000001,2020-08-18 12:06:07.946,2020-08-18 11:53:55.914,Role 5,17.0,5.0
826,U,GHI-000002,2020-08-18 12:09:59.367,2020-08-18 12:06:07.946,Role 1,25.0,1.0
826,V,GHI-000003,2020-08-18 13:35:16.801,2020-08-18 12:09:59.367,Role 1,26.0,1.0
826,X,GHI-000001,2020-08-18 13:44:54.747,2020-08-18 13:35:16.801,Role 1,27.0,1.0
826,R,DEF-000003,2020-08-18 14:32:34.489,2020-08-18 13:44:54.747,Role 2,22.0,2.0
826,S,DEF-000002,2020-08-18 14:35:41.000,2020-08-18 14:32:34.489,Role 2,23.0,2.0
826,T,DEF-000001,2020-08-18 14:46:07.418,2020-08-18 14:35:41.000,Role 2,24.0,2.0
827,A,ABC-000001,2020-08-17 18:41:47.496,2020-08-17 18:31:15.560,Role 5,1.0,5.0
827,B,ABC-000001,2020-08-17 20:05:04.601,2020-08-17 19:50:10.454,Role 5,3.0,5.0
827,E,ABC-000001,2020-08-17 22:21:06.323,2020-08-17 22:19:20.255,Role 5,9.0,5.0
827,F,ABC-000001,2020-08-17 22:22:09.761,2020-08-17 22:21:06.323,Role 5,10.0,5.0
827,C,ABC-000001,2020-08-17 22:28:13.255,2020-08-17 22:22:09.761,Role 5,5.0,5.0
827,D,ABC-000001,2020-08-17 22:31:57.922,2020-08-17 22:28:13.255,Role 5,7.0,5.0
827,H,ABC-000001,2020-08-17 22:41:42.712,2020-08-17 22:31:57.922,Role 5,12.0,5.0
827,G,ABC-000001,2020-08-17 22:58:41.456,2020-08-17 22:41:42.712,Role 5,11.0,5.0
827,I,ABC-000001,2020-08-18 00:02:33.815,2020-08-18 00:01:33.815,Role 5,13.0,5.0
827,J,ABC-000001,2020-08-18 00:19:17.371,2020-08-18 00:02:39.815,Role 5,14.0,5.0
827,K,ABC-000001,2020-08-18 00:58:01.885,2020-08-18 00:57:59.885,Role 5,15.0,5.0
827,O,ABC-000001,2020-08-18 01:03:24.955,2020-08-18 00:58:01.885,Role 5,19.0,5.0
827,N,ABC-000001,2020-08-18 01:10:29.348,2020-08-18 01:03:24.955,Role 5,18.0,5.0
827,BB,MNO-000003,2020-08-18 01:14:07.546,2020-08-18 01:06:02.827,Role 3,4.0,3.0
827,Y,JKL-000003,2020-08-18 01:22:03.097,2020-08-18 01:10:29.348,Role 4,28.0,4.0
827,CC,MNO-000001,2020-08-18 02:31:03.839,2020-08-18 01:20:38.682,Role 3,6.0,3.0
827,Z,JKL-000002,2020-08-18 02:45:52.063,2020-08-18 01:22:03.097,Role 4,29.0,4.0
827,DD,MNO-000002,2020-08-18 02:34:22.333,2020-08-18 02:31:03.839,Role 3,8.0,3.0
827,AA,JKL-000001,2020-08-18 02:51:06.850,2020-08-18 02:45:52.063,Role 4,2.0,4.0
827,R,DEF-000003,2020-08-18 06:57:14.587,2020-08-18 02:51:06.850,Role 2,22.0,2.0
827,S,DEF-000002,2020-08-18 07:05:49.226,2020-08-18 06:57:14.587,Role 2,23.0,2.0
827,T,DEF-000001,2020-08-18 07:44:31.157,2020-08-18 07:05:49.226,Role 2,24.0,2.0
828,A,ABC-000001,2020-08-18 12:55:39.634,2020-08-18 12:54:57.025,Role 5,1.0,5.0
828,B,ABC-000001,2020-08-18 13:14:16.592,2020-08-18 12:55:39.634,Role 5,3.0,5.0
828,E,ABC-000001,2020-08-18 13:17:10.331,2020-08-18 13:14:16.592,Role 5,9.0,5.0
828,F,ABC-000001,2020-08-18 13:18:37.153,2020-08-18 13:17:10.331,Role 5,10.0,5.0
828,C,ABC-000001,2020-08-18 13:19:36.786,2020-08-18 13:18:37.153,Role 5,5.0,5.0
828,D,ABC-000001,2020-08-18 13:33:09.321,2020-08-18 13:19:36.786,Role 5,7.0,5.0
828,H,ABC-000001,2020-08-18 14:13:26.687,2020-08-18 13:33:09.321,Role 5,12.0,5.0
828,G,ABC-000001,2020-08-18 14:21:50.826,2020-08-18 14:13:26.687,Role 5,11.0,5.0
828,I,ABC-000001,2020-08-18 15:02:26.109,2020-08-18 15:01:26.109,Role 5,13.0,5.0
828,J,ABC-000001,2020-08-18 15:02:26.541,2020-08-18 15:02:26.109,Role 5,14.0,5.0
828,K,ABC-000001,2020-08-18 15:02:28.541,2020-08-18 15:02:26.541,Role 5,15.0,5.0
828,M,ABC-000001,2020-08-18 15:08:12.835,2020-08-18 15:02:28.541,Role 5,17.0,5.0
828,U,GHI-000002,2020-08-18 15:16:19.258,2020-08-18 15:08:12.835,Role 1,25.0,1.0
828,V,GHI-000003,2020-08-18 15:31:47.317,2020-08-18 15:16:19.258,Role 1,26.0,1.0
828,X,GHI-000001,2020-08-18 15:44:57.341,2020-08-18 15:31:47.317,Role 1,27.0,1.0
828,R,DEF-000003,2020-08-18 16:44:59.338,2020-08-18 15:44:57.341,Role 2,22.0,2.0
828,S,DEF-000002,2020-08-18 17:06:19.701,2020-08-18 16:44:59.338,Role 2,23.0,2.0
828,T,DEF-000001,2020-08-18 17:06:37.819,2020-08-18 17:06:19.701,Role 2,24.0,2.0
829,A,ABC-000001,2020-08-18 14:22:31.805,2020-08-18 14:21:50.826,Role 5,1.0,5.0
829,B,ABC-000001,2020-08-18 14:23:59.704,2020-08-18 14:22:31.805,Role 5,3.0,5.0
829,E,ABC-000001,2020-08-18 14:31:49.137,2020-08-18 14:23:59.704,Role 5,9.0,5.0
829,F,ABC-000001,2020-08-18 14:33:04.734,2020-08-18 14:31:49.137,Role 5,10.0,5.0
829,C,ABC-000001,2020-08-18 14:48:11.900,2020-08-18 14:33:04.734,Role 5,5.0,5.0
829,D,ABC-000001,2020-08-18 14:53:19.198,2020-08-18 14:48:11.900,Role 5,7.0,5.0
829,H,ABC-000001,2020-08-18 14:59:57.107,2020-08-18 14:53:19.198,Role 5,12.0,5.0
829,G,ABC-000001,2020-08-18 15:01:26.109,2020-08-18 14:59:57.107,Role 5,11.0,5.0
829,I,ABC-000001,2020-08-18 15:25:57.990,2020-08-18 15:24:57.990,Role 5,13.0,5.0
829,J,ABC-000001,2020-08-18 15:30:12.000,2020-08-18 15:25:57.990,Role 5,14.0,5.0
829,K,ABC-000001,2020-08-18 15:30:14.000,2020-08-18 15:30:12.000,Role 5,15.0,5.0
829,L,ABC-000001,2020-08-18 15:40:01.091,2020-08-18 15:30:14.000,Role 5,16.0,5.0
829,N,ABC-000001,2020-08-18 16:09:01.702,2020-08-18 15:40:01.091,Role 5,18.0,5.0
829,Y,JKL-000003,2020-08-18 16:20:03.517,2020-08-18 16:09:01.702,Role 4,28.0,4.0
829,Z,JKL-000002,2020-08-18 18:47:49.873,2020-08-18 16:20:03.517,Role 4,29.0,4.0
829,AA,JKL-000001,2020-08-18 18:54:06.752,2020-08-18 18:47:49.873,Role 4,2.0,4.0
829,R,DEF-000003,2020-08-18 19:54:39.181,2020-08-18 18:54:06.752,Role 2,22.0,2.0
829,S,DEF-000002,2020-08-18 19:54:56.509,2020-08-18 19:54:39.181,Role 2,23.0,2.0
829,T,DEF-000001,2020-08-18 20:03:49.062,2020-08-18 19:54:56.509,Role 2,24.0,2.0
830,A,ABC-000001,2020-08-18 16:45:27.893,2020-08-18 16:33:46.193,Role 5,1.0,5.0
830,B,ABC-000001,2020-08-18 16:51:51.323,2020-08-18 16:45:27.893,Role 5,3.0,5.0
830,E,ABC-000001,2020-08-18 16:54:15.895,2020-08-18 16:51:51.323,Role 5,9.0,5.0
830,F,ABC-000001,2020-08-18 16:56:40.089,2020-08-18 16:54:15.895,Role 5,10.0,5.0
830,C,ABC-000001,2020-08-18 16:56:42.739,2020-08-18 16:56:40.089,Role 5,5.0,5.0
830,D,ABC-000001,2020-08-18 17:04:20.391,2020-08-18 16:56:42.739,Role 5,7.0,5.0
830,H,ABC-000001,2020-08-18 17:37:34.212,2020-08-18 17:04:20.391,Role 5,12.0,5.0
830,G,ABC-000001,2020-08-18 17:40:24.393,2020-08-18 17:37:34.212,Role 5,11.0,5.0
830,I,ABC-000001,2020-08-18 18:49:01.282,2020-08-18 18:48:01.282,Role 5,13.0,5.0
830,J,ABC-000001,2020-08-18 19:01:59.584,2020-08-18 18:56:56.306,Role 5,14.0,5.0
830,K,ABC-000001,2020-08-18 20:23:53.399,2020-08-18 20:23:51.399,Role 5,15.0,5.0
830,O,ABC-000001,2020-08-18 22:39:15.798,2020-08-18 22:30:49.193,Role 5,19.0,5.0
830,BB,MNO-000002,2020-08-18 22:59:07.724,2020-08-18 22:39:15.798,Role 3,4.0,3.0
830,M,ABC-000001,2020-08-18 22:57:16.616,2020-08-18 22:39:15.798,Role 5,17.0,5.0
830,U,GHI-000002,2020-08-18 23:09:43.783,2020-08-18 22:57:16.616,Role 1,25.0,1.0
830,N,ABC-000001,2020-08-18 23:16:47.985,2020-08-18 22:57:16.616,Role 5,18.0,5.0
830,CC,MNO-000003,2020-08-19 00:41:04.259,2020-08-18 22:59:07.724,Role 3,6.0,3.0
830,V,GHI-000003,2020-08-18 23:26:06.460,2020-08-18 23:09:43.783,Role 1,26.0,1.0
830,Y,JKL-000003,2020-08-18 23:30:57.650,2020-08-18 23:16:47.985,Role 4,28.0,4.0
830,X,GHI-000001,2020-08-18 23:33:54.351,2020-08-18 23:26:06.460,Role 1,27.0,1.0
830,Z,JKL-000002,2020-08-19 00:17:42.784,2020-08-18 23:30:57.650,Role 4,29.0,4.0
830,AA,JKL-000001,2020-08-19 00:26:48.278,2020-08-19 00:17:42.784,Role 4,2.0,4.0
830,DD,MNO-000001,2020-08-19 00:42:02.786,2020-08-19 00:41:04.259,Role 3,8.0,3.0
830,R,DEF-000003,2020-08-19 04:12:07.301,2020-08-19 00:42:02.786,Role 2,22.0,2.0
830,S,DEF-000002,2020-08-19 04:32:40.968,2020-08-19 04:21:07.154,Role 2,23.0,2.0
830,T,DEF-000002,2020-08-19 04:52:58.101,2020-08-19 04:51:01.896,Role 2,24.0,2.0
832,A,ABC-000001,2020-08-18 18:48:01.282,2020-08-18 18:33:23.968,Role 5,1.0,5.0
832,B,ABC-000001,2020-08-18 18:56:56.306,2020-08-18 18:51:46.036,Role 5,3.0,5.0
832,E,ABC-000001,2020-08-18 19:34:52.109,2020-08-18 19:29:44.263,Role 5,9.0,5.0
832,F,ABC-000001,2020-08-18 19:35:47.360,2020-08-18 19:34:52.109,Role 5,10.0,5.0
832,C,ABC-000001,2020-08-18 19:35:54.750,2020-08-18 19:35:47.360,Role 5,5.0,5.0
832,D,ABC-000001,2020-08-18 19:43:34.864,2020-08-18 19:35:54.750,Role 5,7.0,5.0
832,H,ABC-000001,2020-08-18 20:20:56.472,2020-08-18 19:43:34.864,Role 5,12.0,5.0
832,G,ABC-000001,2020-08-18 20:23:51.399,2020-08-18 20:20:56.472,Role 5,11.0,5.0
832,I,ABC-000001,2020-08-18 23:17:47.985,2020-08-18 23:16:47.985,Role 5,13.0,5.0
832,J,ABC-000001,2020-08-18 23:30:24.949,2020-08-18 23:26:21.965,Role 5,14.0,5.0
832,P,ABC-000001,2020-08-19 00:12:53.026,2020-08-19 00:05:54.394,Role 5,20.0,5.0
832,Q,DEF-000001,2020-08-19 03:47:56.977,2020-08-19 00:12:53.026,Role 2,21.0,2.0
832,R,DEF-000003,2020-08-19 06:50:43.904,2020-08-19 04:13:09.415,Role 2,22.0,2.0
832,S,DEF-000002,2020-08-19 07:01:06.169,2020-08-19 06:50:43.904,Role 2,23.0,2.0
832,T,DEF-000001,2020-08-19 08:04:17.369,2020-08-19 07:01:06.169,Role 2,24.0,2.0
833,A,ABC-000001,2020-08-18 18:49:35.478,2020-08-18 18:49:01.282,Role 5,1.0,5.0
833,B,ABC-000001,2020-08-18 19:04:23.471,2020-08-18 19:01:59.584,Role 5,3.0,5.0
833,E,ABC-000001,2020-08-18 20:24:56.952,2020-08-18 20:23:53.399,Role 5,9.0,5.0
833,F,ABC-000001,2020-08-18 20:31:41.347,2020-08-18 20:24:56.952,Role 5,10.0,5.0
833,C,ABC-000001,2020-08-18 20:53:02.910,2020-08-18 20:31:41.347,Role 5,5.0,5.0
833,D,ABC-000001,2020-08-18 20:57:41.911,2020-08-18 20:53:02.910,Role 5,7.0,5.0
833,H,ABC-000001,2020-08-18 21:07:23.176,2020-08-18 20:57:41.911,Role 5,12.0,5.0
833,G,ABC-000001,2020-08-18 21:09:28.466,2020-08-18 21:07:23.176,Role 5,11.0,5.0
833,I,ABC-000001,2020-08-18 23:25:21.965,2020-08-18 23:24:21.965,Role 5,13.0,5.0
833,J,ABC-000001,2020-08-18 23:41:17.608,2020-08-18 23:30:24.949,Role 5,14.0,5.0
833,K,ABC-000001,2020-08-19 00:12:55.026,2020-08-19 00:12:53.026,Role 5,15.0,5.0
833,M,ABC-000001,2020-08-19 00:22:10.005,2020-08-19 00:12:57.026,Role 5,17.0,5.0
833,L,ABC-000001,2020-08-19 00:27:03.442,2020-08-19 00:22:10.005,Role 5,16.0,5.0
833,U,GHI-000002,2020-08-19 00:31:23.889,2020-08-19 00:22:10.005,Role 1,25.0,1.0
833,V,GHI-000003,2020-08-19 00:58:12.456,2020-08-19 00:31:23.889,Role 1,26.0,1.0
833,X,GHI-000001,2020-08-19 00:59:58.035,2020-08-19 00:58:12.456,Role 1,27.0,1.0
833,R,DEF-000002,2020-08-19 04:21:07.154,2020-08-19 01:34:05.295,Role 2,22.0,2.0
833,S,DEF-000002,2020-08-19 04:51:01.896,2020-08-19 04:36:32.597,Role 2,23.0,2.0
833,T,DEF-000001,2020-08-19 05:01:59.040,2020-08-19 04:52:54.617,Role 2,24.0,2.0
833,I,ABC-000001,2020-08-19 05:02:59.040,2020-08-19 05:01:59.040,Role 5,13.0,5.0
833,J,ABC-000001,2020-08-19 05:12:02.980,2020-08-19 05:02:59.040,Role 5,14.0,5.0
833,K,ABC-000001,2020-08-19 05:12:04.980,2020-08-19 05:12:02.980,Role 5,15.0,5.0
833,O,ABC-000001,2020-08-19 05:42:46.833,2020-08-19 05:12:04.980,Role 5,19.0,5.0
